Track name,Artist name,Album,Playlist name,Type,ISRC
"Arlindo Cruz - Meu Lugar","","","Casório Matias","Playlist",""
"Djavan - Sina","","","Casório Matias","Playlist",""
"Falamansa - Oh! Chuva","","","Casório Matias","Playlist",""
"Molejo - Dança da Vassoura","","","Casório Matias","Playlist",""
"Molejo - Cilada","","","Casório Matias","Playlist",""
"Rap Do Solitário","","","Casório Matias","Playlist",""
"Gabriel O Pensador - 2345MEIA78","","","Casório Matias","Playlist",""
"Gabriel O Pensador, Lulu Santos - Cachimbo Da Paz ft. Lulu Santos","","","Casório Matias","Playlist",""
"Hóstia - O Rappa","","","Casório Matias","Playlist",""
"O Rappa - Auto-Reverse (Clipe Oficial)","","","Casório Matias","Playlist",""
"O RAPPA - Pescador de Ilusões","","","Casório Matias","Playlist",""
"ARMANDINHO FUMA FUMA FOLHA DE BANANEIRA","","","Casório Matias","Playlist",""
"Lá Vem o Alemão - Mamonas Assassinas (Ao Vivo Em Valinhos 1996)","","","Casório Matias","Playlist",""
"Mamonas Assassinas - Bois Don't Cry (Studio Version)","","","Casório Matias","Playlist",""
"Mamonas Assassinas - Cabeça De Bagre II/Baby Elephant Walk - Música Incidental (Studio Version)","","","Casório Matias","Playlist",""
"Mamonas Assassinas - Chopis Centis","","","Casório Matias","Playlist",""
"vira-vira - Mamonas Assassinas (Letra na Descrição)","","","Casório Matias","Playlist",""
"vamos fugir. Skank","","","Casório Matias","Playlist",""
"Aluga-se - Raul Seixas","","","Casório Matias","Playlist",""
"Raul Seixas - o Rock das ""Aranha""","","","Casório Matias","Playlist",""
"Raul Seixas - Como vovó já dizia.","","","Casório Matias","Playlist",""
"Raul Seixas - Al Capone","","","Casório Matias","Playlist",""
"Raul seixas Cowboy fora da lei","","","Casório Matias","Playlist",""
"Raul Seixas - Sociedade alternativa (Áudio HQ)","","","Casório Matias","Playlist",""
"Ultraje a Rigor - 07 Pelado","","","Casório Matias","Playlist",""
"Ultraje a Rigor - 06 Inútil (Versão Original)","","","Casório Matias","Playlist",""
"Raimundos - A Mais Pedida","","","Casório Matias","Playlist",""
"Raimundos - O Pão da Minha Prima","","","Casório Matias","Playlist",""
"Raimundos - mulher de fases","","","Casório Matias","Playlist",""
"Raimundos - Reggae do Manero","","","Casório Matias","Playlist",""
"Raimundos - Rebelde Sem Causa","","","Casório Matias","Playlist",""
"Raimundos - Quero ver o Oco","","","Casório Matias","Playlist",""
"Raimundos - Selim + Letra","","","Casório Matias","Playlist",""
"Seu Jorge - São Gonça (Ao Vivo)","","","Casório Matias","Playlist",""
"Emicida - Passarinhos ft. Vanessa Da Mata","","","Casório Matias","Playlist",""
"Seu jorge   Mina feia","","","Casório Matias","Playlist",""
"Tim Maia - Não Quero Dinheiro (Só Quero Amar)","","","Casório Matias","Playlist",""
"Amiga Da Minha Mulher - Seu Jorge (Músicas Para Churrasco Vol.1)","","","Casório Matias","Playlist",""
"Tim Maia – Que Beleza (Official Audio)","","","Casório Matias","Playlist",""
"DESCOBRIDOR DOS SETE MARES -  TIM MAIA","","","Casório Matias","Playlist",""
"Rastapé - Forró Universitário","","","Casório Matias","Playlist",""
"Colo de Menina- Rastapé","","","Casório Matias","Playlist",""
"Rastapé - Xote Swingado","","","Casório Matias","Playlist",""
"Rastapé - Beijo Roubado","","","Casório Matias","Playlist",""
"Rastapé- Um Anjo do Céu","","","Casório Matias","Playlist",""
"Falamansa - Avisa - MTV Ao Vivo","","","Casório Matias","Playlist",""
"Falamansa - Rindo a Toa","","","Casório Matias","Playlist",""
"Xote dos Milagres - Falamansa","","","Casório Matias","Playlist",""
"Originais Do Samba - Falador Passa Mal","","","Casório Matias","Playlist",""
"Jackson do Pandeiro - A Ordem é Samba","","","Casório Matias","Playlist",""
"Jackson do Pandeiro - Capoeira Mata Um","","","Casório Matias","Playlist",""
"Bezerra da Silva - Canudo de Ouro","","","Casório Matias","Playlist",""
"bezerra da silva malandro é malandro e mané é mané","","","Casório Matias","Playlist",""
"Bezerra da Silva - Sequestraram a minha sogra","","","Casório Matias","Playlist",""
"Bezerra da Silva - Malandro Não Vacila","","","Casório Matias","Playlist",""
"Bezerra da Silva - A Semente","","","Casório Matias","Playlist",""
"Bezerra da Silva - Se Leonardo da Vinte","","","Casório Matias","Playlist",""
"Jorge Ben Jor - Oba, la vem ela","","","Casório Matias","Playlist",""
"Jorge Ben - Menina Mulher da Pele Preta","","","Casório Matias","Playlist",""
"Zeca Pagodinho - Caviar (Clipe original)","","","Casório Matias","Playlist",""
"Zeca Pagodinho, Martinho da Vila - Roda Ciranda / Quem É Do Mar Não Enjoa / Canta, Cant...","","","Casório Matias","Playlist",""
"Zeca Pagodinho - Deixa A Vida Me Levar","","","Casório Matias","Playlist",""
"Barbatuques - Baiana","","","Casório Matias","Playlist",""
"Renato Fechine - Bebe Negão","","","Casório Matias","Playlist",""
"Damian “Jr. Gong” Marley - Medication [Remix] (Stephen ""Ragga"" Marley, Wiz Khalifa & Ty Dolla $ign)","","","Casório Matias","Playlist",""
"Inner Circle - Sweat (A La La Long)","","","Casório Matias","Playlist",""
"Inner Circle - Games People Play (Official Video HD)(Audio HD)","","","Casório Matias","Playlist",""
"Melo de Cabeça de Gelo - Shalon Israel - Cabeça de Gelo","","","Casório Matias","Playlist",""
"Caju E Castanha - São Paulo X Corinthians","","","Casório Matias","Playlist",""
"Earth, Wind & Fire - Boogie Wonderland (Official Video)","","","Casório Matias","Playlist",""
"Earth, Wind & Fire - September (Official HD Video)","","","Casório Matias","Playlist",""
"Earth, Wind & Fire - Let's Groove (Official HD Video)","","","Casório Matias","Playlist",""
"É O Tchan - Pau Que Nasce Torto / Melo Do Tchan (Ao Vivo)","","","Casório Matias","Playlist",""
"Tchakabum - Dança da Mãozinha (Ao Vivo)","","","Casório Matias","Playlist",""
"Onda Onda (Olha a Onda)(720P_HD)","","","Casório Matias","Playlist",""
"Eu tô tranquilão Mc sapão","","","Casório Matias","Playlist",""
"Bonde do Tigrão - Cerol na Mão.","","","Casório Matias","Playlist",""
"Lou Bega - Mambo No. 5 (A Little Bit of...)","","","Casório Matias","Playlist",""
"Shakira - Loca (Spanish Version) ft. El Cata","","","Casório Matias","Playlist",""
"Shakira - Loca (Spanish Version) ft. El Cata","","","Casório Matias","Playlist",""
"Shakira - Whenever, Wherever (Official HD Video)","","","Casório Matias","Playlist",""
"Cyndi Lauper - Girls Just Want To Have Fun (Official Video)","","","Casório Matias","Playlist",""
"Culture Club - Karma Chameleon (Official Music Video)","","","Casório Matias","Playlist",""
"Shakira - Hips Don't Lie (Official 4K Video) ft. Wyclef Jean","","","Casório Matias","Playlist",""
"Ed Sheeran - Shape of You (Official Music Video)","","","Casório Matias","Playlist",""
"KYLE - Hey Julie! feat. Lil Yachty [Lyric Video]","","","Casório Matias","Playlist",""
"DJ Khaled - I'm The One ft. Justin Bieber, Quavo, Chance the Rapper, Lil Wayne","","","Casório Matias","Playlist",""
"The Black Eyed Peas - I Gotta Feeling (Official Music Video)","","","Casório Matias","Playlist",""
"The Black Eyed Peas - Boom Boom Pow (Official Music Video)","","","Casório Matias","Playlist",""
"The Black Eyed Peas - Pump It (Official Music Video)","","","Casório Matias","Playlist",""
"The Black Eyed Peas - My Humps","","","Casório Matias","Playlist",""
"The Black Eyed Peas - Don't Lie","","","Casório Matias","Playlist",""
"Maroon 5 - Moves Like Jagger ft. Christina Aguilera (Official Music Video)","","","Casório Matias","Playlist",""
"Maroon 5 - This Love","","","Casório Matias","Playlist",""
"Maroon 5 - Girls Like You ft. Cardi B (Official Music Video)","","","Casório Matias","Playlist",""
"Maroon 5 - Sugar (Official Music Video)","","","Casório Matias","Playlist",""
"Maroon 5 - Payphone ft. Wiz Khalifa (Explicit) (Official Music Video)","","","Casório Matias","Playlist",""
"Maroon 5 - Animals","","","Casório Matias","Playlist",""
"Maroon 5 - Don't Wanna Know (Official Music Video)","","","Casório Matias","Playlist",""
"PSY - DADDY(feat. CL of 2NE1) M/V","","","Casório Matias","Playlist",""
"PSY - GANGNAM STYLE(강남스타일) M/V","","","Casório Matias","Playlist",""
"Nicki Minaj - Starships (Explicit) (Official Video)","","","Casório Matias","Playlist",""
"Nicki Minaj - Pound The Alarm (Explicit)","","","Casório Matias","Playlist",""
"Mr BOMBASTIC (lyrics)","","","Casório Matias","Playlist",""
"Pharrell Williams - Happy (Video)","","","Casório Matias","Playlist",""
"Oliver Tree - Life Goes On [Music Video]","","","Casório Matias","Playlist",""
"Mark Ronson - Uptown Funk (Official Video) ft. Bruno Mars","","","Casório Matias","Playlist",""
"Bruno Mars - The Lazy Song (Official Music Video)","","","Casório Matias","Playlist",""
"Bruno Mars - 24K Magic (Official Music Video)","","","Casório Matias","Playlist",""
"Sean Kingston - Beautiful Girls (Official HD Video)","","","Casório Matias","Playlist",""
"Bruno Mars - Treasure (Official Music Video)","","","Casório Matias","Playlist",""
"Bruno Mars, Anderson .Paak, Silk Sonic - Leave the Door Open [Official Video]","","","Casório Matias","Playlist",""
"Alok, Bruno Martini feat. Zeeba - Hear Me Now (Official Music Video)","","","Casório Matias","Playlist",""
"Bruno Mars - Finesse (Remix) (feat. Cardi B) (Official Music Video)","","","Casório Matias","Playlist",""
"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock","","","Casório Matias","Playlist",""
"MAGIC! - Rude (Official Video)","","","Casório Matias","Playlist",""
"Gucci Mane, Bruno Mars, Kodak Black - Wake Up in The Sky [Official Music Video]","","","Casório Matias","Playlist",""
"Bruno Mars, Anderson .Paak, Silk Sonic - Smokin Out The Window [Official Music Video]","","","Casório Matias","Playlist",""
"Bruno Mars, Anderson .Paak, Silk Sonic - Skate [Official Music Video]","","","Casório Matias","Playlist",""
"Anderson .Paak & The Free Nationals: NPR Music Tiny Desk Concert","","","Casório Matias","Playlist",""
"Michael Jackson - Man In The Mirror (Official Video)","","","Casório Matias","Playlist",""
"14 Rock With You - Michael Jackson - The Ultimate Collection [HD]","","","Casório Matias","Playlist",""
"13 Don't Stop 'Til You Get Enough - Michael Jackson - The Ultimate Collection [HD]","","","Casório Matias","Playlist",""
"04 Beat It - Michael Jackson - The Ultimate Collection [HD]","","","Casório Matias","Playlist",""
"03 Thriller - Michael Jackson - The Ultimate Collection [HD]","","","Casório Matias","Playlist",""
"05 Billie Jean - Michael Jackson - The Ultimate Collection [HD]","","","Casório Matias","Playlist",""
"02 The Way You Make Me Feel - Michael Jackson - The Ultimate Collection [HD]","","","Casório Matias","Playlist",""
"01 Bad - Michael Jackson - The Ultimate Collection [HD]","","","Casório Matias","Playlist",""
"Michael Jackson - Speed Demon (2012 Remaster)","","","Casório Matias","Playlist",""
"06 Smooth Criminal - Michael Jackson - The Ultimate Collection [HD]","","","Casório Matias","Playlist",""
"01 I Want You Back - Michael Jackson - The Ultimate Collection [HD]","","","Casório Matias","Playlist",""
"02 ABC  - Michael Jackson - The Ultimate Collection [HD]","","","Casório Matias","Playlist",""
"07 Dancing Machine - Michael Jackson - The Ultimate Collection [HD]","","","Casório Matias","Playlist",""
"01 Wanna Be Startin' Somethin' - Michael Jackson - The Ultimate Collection [HD]","","","Casório Matias","Playlist",""
"08 Dangerous (Early Version) - Michael Jackson - The Ultimate Collection [HD]","","","Casório Matias","Playlist",""
"10 Jam - Michael Jackson - The Ultimate Collection [HD]","","","Casório Matias","Playlist",""
"12 Black Or White - Michael Jackson - The Ultimate Collection [HD]","","","Casório Matias","Playlist",""
"Michael Jackson - Slave to the Rhythm","","","Casório Matias","Playlist",""
"Michael Jackson - They Don't Care About Us (Remastered Version)","","","Casório Matias","Playlist",""
"Michael Jackson - A Place With No Name (Original Version)","","","Casório Matias","Playlist",""
"Say Say Say by Paul McCartney and Michael Jackson","","","Casório Matias","Playlist",""
"Michael Jackson -- Remember The Time","","","Casório Matias","Playlist",""
"Irish Way - The O'Reillys and the Paddyhats [Official Video]","","","Casório Matias","Playlist",""
"Barrels of Whiskey - The O'Reillys and the Paddyhats [Official Video]","","","Casório Matias","Playlist",""
"THE RUMJACKS I'll Tell me Ma'","","","Casório Matias","Playlist",""
"The O'Reillys and the Paddyhats - Yesterday's Rebel","","","Casório Matias","Playlist",""
"The Rumjacks - An Irish Pub Song (Official Music Video)","","","Casório Matias","Playlist",""
"The Rumjacks - Uncle Tommy (Official Video)","","","Casório Matias","Playlist",""
"Dropkick Murphys - ""Rose Tattoo"" (Video)","","","Casório Matias","Playlist",""
"The Dead South - In Hell I'll Be In Good Company [Official Music Video]","","","Casório Matias","Playlist",""
"Ram Jam - Black Betty","","","Casório Matias","Playlist",""
"O QUADRADO","","","Casório Matias","Playlist",""
"Terra Celta","","","Casório Matias","Playlist",""
"TERRA CELTA - SURDOS NÓS VAMOS FICAR","","","Casório Matias","Playlist",""
"TERRA CELTA - ATÉ O ÚLTIMO GOLE","","","Casório Matias","Playlist",""
"TERRA CELTA - RESSACA","","","Casório Matias","Playlist",""
"Elton John - I'm Still Standing (Remastered)","","","Casório Matias","Playlist",""
"Elton John - Rocket Man (Official Music Video)","","","Casório Matias","Playlist",""
"Recayd Mob - Plaqtudum (feat. Jé Santiago, Derek & Dfideliz) (prod. Lucas Spike) (Official Video)","","","Casório Matias","Playlist",""
"Post Malone ft. 21 Savage - rockstar (Official Music Video)","","","Casório Matias","Playlist",""
"Post Malone - Congratulations (Official Music Video) ft. Quavo","","","Casório Matias","Playlist",""
"Post Malone - Candy Paint (The Fate of the Furious: The Album) [Official Audio]","","","Casório Matias","Playlist",""
"Post Malone - Better Now (Official Video)","","","Casório Matias","Playlist",""
"Post Malone, Swae Lee - Sunflower (Spider-Man: Into the Spider-Verse) (Official Video)","","","Casório Matias","Playlist",""
"True Damage - GIANTS (ft. Becky G, Keke Palmer, SOYEON, DUCKWRTH, Thutmose) | League of Legends","","","Casório Matias","Playlist",""
"Denzel Curry, Gizzle, Bren Joy - Dynasties & Dystopia | Arcane League of Legends | Riot Games Music","","","Casório Matias","Playlist",""
"OH JULIANA NOS ANOS 80 | LEOD","","","Casório Matias","Playlist",""
"Mc Sid , Spinardi - O Casamento (Animação Oficial) - Prod. Ugo Ludovico","","","Casório Matias","Playlist",""
"Mc Sid , Nog - Sítio do Tio Harry (Animação Oficial) - Prod Nine e Chiocki","","","Casório Matias","Playlist",""
"NARRANDO O CLIPE   WHAT MAKES YOU BEAUTIFUL NISSIM  ONE DIRECTION","","","Memes, Paródias e Anti-Music","Playlist",""
"Um Joystick, Um Violão - 13","","","Memes, Paródias e Anti-Music","Playlist",""
"♫ OTAKU BELEZA ♫","","","Memes, Paródias e Anti-Music","Playlist",""
"NARRANDO O CLIPE | GENTLEMAN PSY","","","Memes, Paródias e Anti-Music","Playlist",""
"NARRANDO O CLIPE #14 - O BONDE PASSOU (MC GUI)","","","Memes, Paródias e Anti-Music","Playlist",""
"PIÁ DE PRÉDIO | Paródia EMINEM - Berzerk","","","Memes, Paródias e Anti-Music","Playlist",""
"HOJE EU NÃO PASSO CARTÃO | Funk Ostentação de Pobre","","","Memes, Paródias e Anti-Music","Playlist",""
"DILMA vs AÉCIO ♫","","","Memes, Paródias e Anti-Music","Playlist",""
"TÔ SEM SINAL DA TIM | Paródia Rihanna - Diamonds","","","Memes, Paródias e Anti-Music","Playlist",""
"Um Joystick, Um Violão -  16","","","Memes, Paródias e Anti-Music","Playlist",""
"Bed Intruder Song - Full Version","","","Memes, Paródias e Anti-Music","Playlist",""
"Um Joystick, Um Violão - 10","","","Memes, Paródias e Anti-Music","Playlist",""
"♫ UM JOYSTICK, UM VIOLÃO - 19 ♫","","","Memes, Paródias e Anti-Music","Playlist",""
"♫ UM JOYSTICK, UM VIOLÃO - 18 - BIT.PLAYERS ♫","","","Memes, Paródias e Anti-Music","Playlist",""
"Um Joystick, Um Violão - 09","","","Memes, Paródias e Anti-Music","Playlist",""
"A PRESIDENTA | Paródia ANACONDA - NICKI MINAJ","","","Memes, Paródias e Anti-Music","Playlist",""
"VAGABUNDAS || Paródia POLLO - VAGALUMES","","","Memes, Paródias e Anti-Music","Playlist",""
"♫ UM JOYSTICK, UM VIOLÃO - 17 ♫","","","Memes, Paródias e Anti-Music","Playlist",""
"CHEGOU O VERÃO | Paródia Timber - Pitbull ft. Ke$ha","","","Memes, Paródias e Anti-Music","Playlist",""
"NARRANDO O CLIPE #1 - ELA É TOP","","","Memes, Paródias e Anti-Music","Playlist",""
"BIG MERDA | Paródia Scream and Shout - Will.i.Am e Britney Spears","","","Memes, Paródias e Anti-Music","Playlist",""
"The Scientist - Paródia - Pânico","","","Memes, Paródias e Anti-Music","Playlist",""
"NARRANDO O CLIPE #6 - UM MALUCO NO PEDAÇO","","","Memes, Paródias e Anti-Music","Playlist",""
"BOB MARLEY vs BOB ESPONJA ♫","","","Memes, Paródias e Anti-Music","Playlist",""
"ME COME BABY | Paródia Call Me Maybe - Carly Rae Jepsen","","","Memes, Paródias e Anti-Music","Playlist",""
"JOÃO E O PÉ DE MACONHA ♫","","","Memes, Paródias e Anti-Music","Playlist",""
"3 PORQUINHOS ♫","","","Memes, Paródias e Anti-Music","Playlist",""
"♫ UM JOYSTICK, UM VIOLÃO - 20 ♫","","","Memes, Paródias e Anti-Music","Playlist",""
"AS AVENTURAS DE PINÓQUIO ♫","","","Memes, Paródias e Anti-Music","Playlist",""
"ESSA MINA É UMA VACA | Paródia Alicia Keys  Girl on Fire","","","Memes, Paródias e Anti-Music","Playlist",""
"Bruno Malz - The Pirata Song | Paródia Bruno Mars - The Lazy Song","","","Memes, Paródias e Anti-Music","Playlist",""
"BRASIL É FODA ♫","","","Memes, Paródias e Anti-Music","Playlist",""
"VOU TE ENCOXAR | Paródia PSY - GANGNAM STYLE (강남스타일)","","","Memes, Paródias e Anti-Music","Playlist",""
"PEDREIROS | Paródia UPTOWN FUNK - Mark Ronson ft. Bruno Mars","","","Memes, Paródias e Anti-Music","Playlist",""
"The Scientist - Paródia - Pânico","","","Memes, Paródias e Anti-Music","Playlist",""
"NARRANDO O CLIPE #6 - UM MALUCO NO PEDAÇO","","","Memes, Paródias e Anti-Music","Playlist",""
"Fuleco","","","Memes, Paródias e Anti-Music","Playlist",""
"Magrelinho - Remix by AtilaKw","","","Memes, Paródias e Anti-Music","Playlist",""
"STARBOSTA - Paródia (The Weeknd - Starboy)","","","Memes, Paródias e Anti-Music","Playlist",""
"Serjão Berranteiro - Remix by AtilaKw","","","Memes, Paródias e Anti-Music","Playlist",""
"Felipe Smith - Remix by AtilaKw","","","Memes, Paródias e Anti-Music","Playlist",""
"Bambam Bodybuilder -Remix by AtilaKw","","","Memes, Paródias e Anti-Music","Playlist",""
"Galo Cego - Remix by AtilaKw","","","Memes, Paródias e Anti-Music","Playlist",""
"No Céu tem Pão? - Remix by AtilaKw","","","Memes, Paródias e Anti-Music","Playlist",""
"Shake It Bololô ft. Classics of MPB","","","Memes, Paródias e Anti-Music","Playlist",""
"Dublador do Sid (É desse jeito) - Remix by AtilaKw","","","Memes, Paródias e Anti-Music","Playlist",""
"Não tem Cerol, Não - Remix by AtilaKw","","","Memes, Paródias e Anti-Music","Playlist",""
"Sabia Não / Que merda, heim - Remix by AtilaKw","","","Memes, Paródias e Anti-Music","Playlist",""
"Comédia MTV 2010 (4) | Clipe - O lado bom de ser Gay (24/03/2010)","","","Memes, Paródias e Anti-Music","Playlist",""
"HOT N BOLETE","","","Memes, Paródias e Anti-Music","Playlist",""
"TÁ RUIM, MAIS TÁ BOM - GILBERTO & GILMAR","","","Memes, Paródias e Anti-Music","Playlist",""
"MAMADEIRA DE CERVEJA - Paródia Chainsmokers - Closer","","","Memes, Paródias e Anti-Music","Playlist",""
"ASMR | Fazendo sua sobrancelha fast","","","Memes, Paródias e Anti-Music","Playlist",""
"MEU NOME É JOHN - O Musical","","","Memes, Paródias e Anti-Music","Playlist",""
"MAMADEIRA DE CERVEJA - Paródia Chainsmokers - Closer","","","Memes, Paródias e Anti-Music","Playlist",""
"A MUSICA MAIS IDIOTA DO BRASIL! - Lobo da Floresta - MrPoladoful","","","Memes, Paródias e Anti-Music","Playlist",""
"Witcher 3 - Trailer Literal - MrPoladoful (Paródia Musical)","","","Memes, Paródias e Anti-Music","Playlist",""
"LENDÁRIA SARRADA NO AR - MrPoladoful (ft. 7Minutoz)","","","Memes, Paródias e Anti-Music","Playlist",""
"BARMAN DE IOGURTE 🍧 - MrPoladoful - CLIPE OFICIAL","","","Memes, Paródias e Anti-Music","Playlist",""
"Luan Banana | Paródia Luan Santana - Meteoro","","","Memes, Paródias e Anti-Music","Playlist",""
"Reset - Aviadar | Paródia Restart - Recomeçar","","","Memes, Paródias e Anti-Music","Playlist",""
"KAME KAME KAME HA  DO DRAGON BALL","","","Memes, Paródias e Anti-Music","Playlist",""
"QUE MACONHA MUITO LOKA - Chaves Nóia","","","Memes, Paródias e Anti-Music","Playlist",""
"DESLEMBRANÇAS | PARÓDIA Hungria Hip Hop","","","ShitTrap","Playlist",""
"NATAL DUCARAY 2017 (PARÓDIA Dubai - Hungria Hip Hop)","","","ShitTrap","Playlist",""
"DOLLY LARANJA | Paródia Klyn x Igu - França","","","ShitTrap","Playlist",""
"MC POZE DO QUEIJO 🧀 (PARÓDIA Vida Louca)","","","ShitTrap","Playlist",""
"MATUEIGHT - QUER CHUPAR 😙💨 (PARÓDIA)","","","ShitTrap","Playlist",""
"MD NEVE - REI OSASCO 👃 (PARÓDIA)","","","ShitTrap","Playlist",""
"MATUEIGHT 🚬🔥 (PARÓDIA Matuê - Kenny G)","","","ShitTrap","Playlist",""
"CALVÃO DE CRIA 👴 - (Geraldo Alckmin Trap)","","","ShitTrap","Playlist",""
"MATUEIGHT - É NATAL 👃🎅 (PARÓDIA Matuê - É Sal)","","","ShitTrap","Playlist",""
"O MENINO DE VÓ FOI BUSCAR UM PÓ (PARÓDIA)","","","ShitTrap","Playlist",""
"OS MENINO TÃO COM COROTE 💣 (PARÓDIA MC PH)","","","ShitTrap","Playlist",""
"LUCAS HYPE x YUNG LIXO x LUVI - Naná Gang (Clipe Oficial)","","","ShitTrap","Playlist",""
"EU NEM TAVA LÁ! | PARÓDIA Costa Gold com Marechal e Luccas Carlos","","","ShitTrap","Playlist",""
"LUCAS HYPE x LIL' LIXO x LOREN TRALHA - TRINDADE (prod. AndreOnBeat) [CLIPE OFICIAL]","","","ShitTrap","Playlist",""
"DE VOLTA AO SERVER - MC VV FT BOFFE & JEAN XEROSO (PROD BOFFE & MC VV)","","","ShitTrap","Playlist",""
"ERA BÃO - MC VV FT BOFFE & JEAN XEROSO (PROD BOFFE)","","","ShitTrap","Playlist",""
"FENDA DA SUNGA 2 - MC VV FT BOFFE (PROD BOFFE)","","","ShitTrap","Playlist",""
"ASHLEY & MARY KATE LIFE - MC VV FT DREIKI (PROD LAUNZERA)","","","ShitTrap","Playlist",""
"PEGA LADRÃO - MC VV FT BOFFE & SANINPLAY (PROD LAUNZERA)","","","ShitTrap","Playlist",""
"EU TO LIVRE DA VAGABA - MC VV (PROD EF)","","","ShitTrap","Playlist",""
"EU NÃO VOU PAGAR - MC VV (PROD BOFFE)","","","ShitTrap","Playlist",""
"PERDENDO A VIRGINDADE VI - MC VV FT BOFFE (PROD BOFFE)","","","ShitTrap","Playlist",""
"PERDENDO A VIRGINDADE V - MC VV FT BOFFE (PROD BOFFE)","","","ShitTrap","Playlist",""
"PERDENDO A VIRGINDADE IV - MC VV FT BOFFE (PROD BOFFE)","","","ShitTrap","Playlist",""
"BIG CRACK (UN)HOLY REUNION - MC VV FT LUCKHAOS (PROD EF)","","","ShitTrap","Playlist",""
"MC VV - Big Crack Trinity (prod. MC VV & EF)","","","ShitTrap","Playlist",""
"MC VV - sindrome de estoucomdedonomeuboga (prod. MC VV)","","","ShitTrap","Playlist",""
"MC VV - Pisadona (Trapiseiro) (prod. LAUNZERA)","","","ShitTrap","Playlist",""
"MC VV (ft. LAUNZERA) - Os Boy da Boca (prod. MC VV)","","","ShitTrap","Playlist",""
"MC VV - Shadow 4EVER (prod. MC VV)","","","ShitTrap","Playlist",""
"MC VV - E no Fim foram Dois (prod. MC VV)","","","ShitTrap","Playlist",""
"MC VV - MODOSEXO (prod. JANGO)","","","ShitTrap","Playlist",""
"MC VV - Daily Vlog (prod. JANGO & LAUNZERA)","","","ShitTrap","Playlist",""
"MC VV - Barbie Boy (prod. EF)","","","ShitTrap","Playlist",""
"MC VV (ft. BOFFE) - Autoescola das Loucas (prod. MC VV & EF)","","","ShitTrap","Playlist",""
"MC VV - SOGRA DESGRAÇADA (prod. LAUNZERA)","","","ShitTrap","Playlist",""
"MC VV - TO DE AK NA RUA (prod. LAUNZERA)","","","ShitTrap","Playlist",""
"MC VV, JEAN XEROSO & BOFFE - FENDA DA SUNGA (prod. BOFFE)","","","ShitTrap","Playlist",""
"MC V.V - DEDADÃO","","","ShitTrap","Playlist",""
"MC VV - UM CARA COOL (prod. JANGO)","","","ShitTrap","Playlist",""
"MC VV & PREDO - NÃO ERRO TIRO DE NINE (prod. JANGO)","","","ShitTrap","Playlist",""
"MC VV, JEAN XEROSO & BOFFE - CRIAS DO MINE (prod. BOFFE)","","","ShitTrap","Playlist",""
"BOFE - CANCERDEBOLA","","","ShitTrap","Playlist",""
"MC VV - MINHA JUVENTUDE (no rio)","","","ShitTrap","Playlist",""
"MC VV - NATAL LEGAL","","","ShitTrap","Playlist",""
"MC VV - BIG CRACK","","","ShitTrap","Playlist",""
"MC VV - FEEL GOOD 2 (ft. LUCKHAOS)","","","ShitTrap","Playlist",""
"Luckhaos - A Trindade do Shittrap (Macaco Engraçado) (feat. Xxxbi$entb0y$$ e Yung Bostola)","","","ShitTrap","Playlist",""
"Luckhaos - Shermie do KOF","","","ShitTrap","Playlist",""
"Luckhaos - Pai de Família no Brega Funk","","","ShitTrap","Playlist",""
"Luckhaos - Diss pra Stefany do Lote XV","","","ShitTrap","Playlist",""
"Luckhaos - A inevitável morte do meu pau","","","ShitTrap","Playlist",""
"Luckhaos - Teoria da Terra Cumbuca","","","ShitTrap","Playlist",""
"Luckhaos - Ralucagem (feat. Lil Fuub e MY CONQUISTER)","","","ShitTrap","Playlist",""
"Luckhaos - Mina, eu já gozei","","","ShitTrap","Playlist",""
"yung lixo - salafrária ft. D$ Luqi [prod biffe] (official visualizer)","","","ShitTrap","Playlist",""
"yung lixo - bruce lee [prod biffe] (official visualizer)","","","ShitTrap","Playlist",""
"Yung Lixo · Yumaru · EF - Booty Call (feat. Yumaru & EF)","","","ShitTrap","Playlist",""
"MC VV, BOFE & JEAN XEROSO - CAIPIRA LIFE","","","ShitTrap","Playlist",""
"festa - yun li (prod tkd)","","","ShitTrap","Playlist",""
"tapa - yun li ft tibba (prod biffe)","","","ShitTrap","Playlist",""
"LUCAS HYPE x LIL' LIXO - DEUSES [CLIPE OFICIAL]","","","ShitTrap","Playlist",""
"9mm - yun li ft d$ luqi (prod biffe)","","","ShitTrap","Playlist",""
"yung lixo - passando mal (prod yung lixo & bife)","","","ShitTrap","Playlist",""
"LUCKHAOS - Plug de bandido (Prod. lilbice)","","","ShitTrap","Playlist",""
"D$ Luqi - GOXTOSINHO! (feat. Yung Lixo) [Official Music Video]","","","ShitTrap","Playlist",""
"LUCKHAOS - Eu passo pano pra bandido (Prod. Haku)","","","ShitTrap","Playlist",""
"LUCKHAOS - O que você jogou em minha cara, Bolsonaro?","","","ShitTrap","Playlist",""
"LUCKHAOS - ♪ MUITO PESCOTAPA ♪ (Clipe Oficial) (Prod. aizenboy) (Edit by 5verso)","","","ShitTrap","Playlist",""
"LUCKHAOS - ♪ Olha a carinha dessa desgraçada ♪ (Prod. by KzZ)","","","ShitTrap","Playlist",""
"LUCKHAOS - T0RTURA PENlANA DÓI DEMAIS (Prod. Haku)","","","ShitTrap","Playlist",""
