Track name,Artist name,Album,Playlist name,Type,ISRC
"Tyler, The Creator - Tamale","","","Hip Hop","Playlist",""
"Eminem - Lose Yourself","","","Hip Hop","Playlist",""
"Lucky You (Feat. Joyner Lucas) [Official Audio]","","","Hip Hop","Playlist",""
"Eminem - Godzilla ft. Juice WRLD (Official Music Video)","","","Hip Hop","Playlist",""
"Eminem - Venom","","","Hip Hop","Playlist",""
"Eminem - A** Like That (Super Clean Version, Closed Captioned)","","","Hip Hop","Playlist",""
"50 Cent - In Da Club (Official Music Video)","","","Hip Hop","Playlist",""
"Tyler The Creator - Yonkers","","","Hip Hop","Playlist",""
"Caue Moura - Ozymandias ♫ (prod. Marcus Maia)","","","Hip Hop","Playlist",""
"Tyler, The Creator - Who Dat Boy","","","Hip Hop","Playlist",""
"Yung Lean ♦ Ginseng Strip 2002 ♦","","","Hip Hop","Playlist",""
"Offset - Red Room (Official Video)","","","Hip Hop","Playlist",""
"Night Lovell - MARY JANE","","","Hip Hop","Playlist",""
"afroman - sell your dope","","","Hip Hop","Playlist",""
"Joyner Lucas & Will Smith - Will (Remix)","","","Hip Hop","Playlist",""
"Joyner Lucas - Bank Account (Remix)","","","Hip Hop","Playlist",""
"Joyner Lucas - Gucci Gang (Remix)","","","Hip Hop","Playlist",""
"Eminem - Godzilla (Lyric Video) ft. Juice WRLD","","","Hip Hop","Playlist",""
"Froid - Sk8 do Matheus (Clipe Oficial)","","","Hip Hop","Playlist",""
"Ep. 134 - MC SID - ""Rap News"" [Prod. Velho Beats]","","","Hip Hop","Playlist",""
"Jair Mc - Fora di Controlo (Official Audio)","","","Hip Hop","Playlist",""
"Jair Mc - Demons Inside (Official Audio)","","","Hip Hop","Playlist",""
"Jair Mc - Não Confio em Ninguém (Official Video)","","","Hip Hop","Playlist",""
"Pastor Troy ""Throw It Up"" OFFICIAL MOMENT VIDEO","","","Hip Hop","Playlist",""
"Eminem · Nate Dogg - Till I Collapse","","","Hip Hop","Playlist",""
"Eminem - Rap God (Explicit)","","","Hip Hop","Playlist",""
"Dr. Dre - The Next Episode (Official Music Video) ft. Snoop Dogg, Kurupt, Nate Dogg","","","Hip Hop","Playlist",""
"Yung Mavu - BLACK MAGIC ( Black Harry Potter )","","","Hip Hop","Playlist",""
"Drake - God's Plan","","","Hip Hop","Playlist",""
"Kendrick Lamar - DNA.","","","Hip Hop","Playlist",""
"Kendrick Lamar - HUMBLE.","","","Hip Hop","Playlist",""
"Eminem - The Real Slim Shady (Official Video - Clean Version)","","","Hip Hop","Playlist",""
"Eminem - Without Me (Official Music Video)","","","Hip Hop","Playlist",""
"Roddy Ricch - Down Below [Official Music Video] (Dir. by JMP)","","","Hip Hop","Playlist",""
"Ice Cube - Ego Maniacs ft. Killer Mike & Busta Rhymes","","","Hip Hop","Playlist",""
"THAT GUY","","","Hip Hop","Playlist",""
"Kendrick Lamar - hey now (Official Audio)","","","Hip Hop","Playlist",""
"squabble up","","","Hip Hop","Playlist",""
"Eminem - Houdini [Official Music Video]","","","Hip Hop","Playlist",""
"Tyler, The Creator · Daniel Caesar - St. Chroma","","","Fazendinha e afins","Playlist",""
"Tyler, The Creator - Rah Tah Tah","","","Fazendinha e afins","Playlist",""
"NOID","","","Fazendinha e afins","Playlist",""
"Tyler, The Creator · Teezo Touchdown - Darling, I","","","Fazendinha e afins","Playlist",""
"Tyler, The Creator · ScHoolboy Q · Santigold - Thought I Was Dead","","","Fazendinha e afins","Playlist",""
"Tyler, The Creator · GloRilla · Sexyy Red · Lil Wayne - Sticky","","","Fazendinha e afins","Playlist",""
"Tyler, The Creator · Doechii - Balloon","","","Fazendinha e afins","Playlist",""
"Tyler, The Creator - I Killed You","","","Fazendinha e afins","Playlist",""
"Costa Gold e Haikaiss - Irmão DQbrada! (prod. Nox e Andre Nine) (Clipe Oficial)","","","Fazendinha e afins","Playlist",""
"""TheCypherDeffect"" - Costa Gold Apresenta: DAMASSACLAN ! [Haikaiss, DonCesão, Família Madá & DJ EB]","","","Fazendinha e afins","Playlist",""
"Electric Light Orchestra - Mr. Blue Sky","","","Fazendinha e afins","Playlist",""
"LUCAS HYPE x LIL' LIXO x LOREN TRALHA - TRINDADE (prod. AndreOnBeat) [CLIPE OFICIAL]","","","Fazendinha e afins","Playlist",""
"EU NEM TAVA LÁ! | PARÓDIA Costa Gold com Marechal e Luccas Carlos","","","Fazendinha e afins","Playlist",""
"A$AP Rocky - Praise The Lord (Da Shine) (Official Video) ft. Skepta","","","Fazendinha e afins","Playlist",""
"Kant ft. Nog e Spinardi - Click Clack Bum | Prod. Chiocki","","","Fazendinha e afins","Playlist",""
"Costa Gold - UAU! (Clipe Oficial)","","","Fazendinha e afins","Playlist",""
"Childish Gambino - Little Foot Big Foot (Lyrics) ft. Young Nudy","","","Fazendinha e afins","Playlist",""
"Sabotage - Mun'Ra","","","Fazendinha e afins","Playlist",""
"yun li - Twist (prod liwan, hakuro & yun li)","","","Fazendinha e afins","Playlist",""
"yun li - American Dream (prod liwan, hakuro & yun li)","","","Fazendinha e afins","Playlist",""
"yun li - A Cidade Sem Você (prod liwan, hakuro & yun li)","","","Fazendinha e afins","Playlist",""
"yun li - Um Certo Alguém (prod liwan, hakuro & yun li)","","","Fazendinha e afins","Playlist",""
"yun li - Oxford Shoes (prod liwan, hakuro & yun li)","","","Fazendinha e afins","Playlist",""
"Guilherme Arantes - Cheia de Charme","","","Fazendinha e afins","Playlist",""
"ProleteR - April Showers","","","Fazendinha e afins","Playlist",""
"Fabio Brazza e Péricles - Só Uma Noite (Clipe Oficial) [Prod.  Paiva e Mortão VMG]","","","Fazendinha e afins","Playlist",""
"Cara Valente - Maria Rita","","","Fazendinha e afins","Playlist",""
"Mustard - Ballin’ ft. Roddy Ricch","","","Fazendinha e afins","Playlist",""
"A LITTLE THEORIZING | Official Game Theory Song!","","","Fazendinha e afins","Playlist",""
"CRIOLO - Não Existe Amor Em SP [visualizer]","","","Fazendinha e afins","Playlist",""
"CRIOLO - Subirusdoistiozin","","","Fazendinha e afins","Playlist",""
"Criolo - Cartão de Visita ''(Part. Tulipa Ruiz)'' (Lyric Video)","","","Fazendinha e afins","Playlist",""
"Criolo ""Casa de Papelão""","","","Fazendinha e afins","Playlist",""
"Criolo Fio De Prumo(Padê Onã)(Part.Juçara Marçal)","","","Fazendinha e afins","Playlist",""
"Criolo ""Pé de Breque""","","","Fazendinha e afins","Playlist",""
"Criolo ""Pegue pra Ela""","","","Fazendinha e afins","Playlist",""
"Criolo ""Fermento pra Massa""","","","Fazendinha e afins","Playlist",""
"Criolo ""Esquiva Da Esgrima""","","","Fazendinha e afins","Playlist",""
"Gabriel O Pensador - Festa da Música / Bye Bye Tristeza / Devagar, Devagarinho","","","Fazendinha e afins","Playlist",""
"Gabriel O Pensador, Lulu Santos, Xamã - Cachimbo da Paz 2","","","Fazendinha e afins","Playlist",""
"Outkast - Ms. Jackson","","","Fazendinha e afins","Playlist",""
"Lil Tecca - Ransom (Official Music Video)","","","Fazendinha e afins","Playlist",""
"Kendrick Lamar - N95","","","Fazendinha e afins","Playlist",""
"Filthy Frank - Weeaboos Lyrics","","","Fazendinha e afins","Playlist",""
"yun li - I'm in love ft astrus* (prod biffe)","","","Fazendinha e afins","Playlist",""
"yun li - I walk ft massaru (prod biffe)","","","Fazendinha e afins","Playlist",""
"yun li - going home ft the merk (prod biffe)","","","Fazendinha e afins","Playlist",""
"yun li - the lord and me ft biffe (prod biffe)","","","Fazendinha e afins","Playlist",""
"DOGTOOTH","","","Fazendinha e afins","Playlist",""
"AJR - World's Smallest Violin (Official Video)","","","Fazendinha e afins","Playlist",""
"Travis Scott - SICKO MODE ft. Drake","","","Fazendinha e afins","Playlist",""
"Post Malone - I Like You (A Happier Song) w. Doja Cat [Official Music Video]","","","Fazendinha e afins","Playlist",""
"THE MOST FASHIONABLE FACTION | Animated Team Fortress 2 Song! [ft. Harry101UK]","","","Fazendinha e afins","Playlist",""
"Avi Kaplan - Change on the Rise (Official Music Video)","","","Fazendinha e afins","Playlist",""
"yung lixo - bruce lee [prod biffe] (official visualizer)","","","Fazendinha e afins","Playlist",""
"9mm - yun li ft d$ luqi (prod biffe)","","","Fazendinha e afins","Playlist",""
"yung lixo - da vinci code (official video)","","","Fazendinha e afins","Playlist",""
"SOVNGARDE SONG 2016 (Skyrim SE) by Miracle Of Sound (Symphonic Metal)","","","Fazendinha e afins","Playlist",""
"bbno$ & Rich Brian - edamame (Official Video)","","","Fazendinha e afins","Playlist",""
"Bezerra Da Silva - Pai Véio 171","","","Fazendinha e afins","Playlist",""
"Cee Lo Green - Kung Fu Fighting (Official Video DVD Version)","","","Fazendinha e afins","Playlist",""
"Snoop Dogg on From The D 2 The LBC | Rhymes Highlighted","","","Fazendinha e afins","Playlist",""
"K.A.A.N - Mary Jane // For Honor Edit","","","Fazendinha e afins","Playlist",""
"Eminem & Snoop Dogg - From The D 2 The LBC [Official Music Video]","","","Fazendinha e afins","Playlist",""
"Rainbow Kitten Surprise - It's Called: Freefall [Official Video]","","","Fazendinha e afins","Playlist",""
"LUCKHAOS - Não-binários me amam (Clipe Oficial)","","","Fazendinha e afins","Playlist",""
"Mc Sid , Nog - Sítio do Tio Harry (Animação Oficial) - Prod Nine e Chiocki","","","Fazendinha e afins","Playlist",""
"Harry Belafonte - Day O (Banana Boat Song)","","","Fazendinha e afins","Playlist",""
"Melo de Cabeça de Gelo - Shalon Israel - Cabeça de Gelo","","","Fazendinha e afins","Playlist",""
"Rap Estilo Ninja // Feat @VoiceMakers // TK RAPS [Prod. Sidney Scaccio]","","","Fazendinha e afins","Playlist",""
"Falamansa - Balanço Do Busão","","","Fazendinha e afins","Playlist",""
"Adriana Calcanhotto - Maresia","","","Fazendinha e afins","Playlist",""
"THE FINE PRINT | The Outer Worlds Song","","","Fazendinha e afins","Playlist",""
"WHY DID I SAY OKIE DOKI? | Animated Doki Doki Literature Club Song!","","","Fazendinha e afins","Playlist",""
"MATUEIGHT - QUER CHUPAR 😙💨 (PARÓDIA)","","","Fazendinha e afins","Playlist",""
"Negobam -  Staying alive","","","Fazendinha e afins","Playlist",""
"Nego Bam - Te Comi (Take on me - A-ha cover)","","","Fazendinha e afins","Playlist",""
"Nego Bamesis Gozangelion (Evangelion -Zankoku na Tenshi no Te-ze - paródia)","","","Fazendinha e afins","Playlist",""
"Nego Bam  - Imagine Dragons -  Enemy  (Abertura Arcane  - paródia)","","","Fazendinha e afins","Playlist",""
"Michael Bam Jackson - Thriller","","","Fazendinha e afins","Playlist",""
"Nego Bam Jackson -  Billie Jean","","","Fazendinha e afins","Playlist",""
"Nego Bam  - Gozo Countdown","","","Fazendinha e afins","Playlist",""
"Nego Bam Jackson - Beat It","","","Fazendinha e afins","Playlist",""
"Djavan - Sina (Áudio Oficial)","","","Fazendinha e afins","Playlist",""
"Djavan · Stevie Wonder - Samurai","","","Fazendinha e afins","Playlist",""
"tell a tale - Nem de Graça (cover)","","","Fazendinha e afins","Playlist",""
"tell a tale - Sina (cover)","","","Fazendinha e afins","Playlist",""
"tell a tale - Deixa Acontecer (cover)","","","Fazendinha e afins","Playlist",""
"tell a tale - pout pourri de Péricles (Até que Durou / Melhor Eu Ir)- Péricles Medley (cover)","","","Fazendinha e afins","Playlist",""
"tell a tale - Pé na Areia (cover)","","","Fazendinha e afins","Playlist",""
"Camille - MANDALALÀ - 6 - ""UN CRAYON DE COULEUR""","","","Fazendinha e afins","Playlist",""
"Camille · Michael Giacchino - Le Festin","","","Fazendinha e afins","Playlist",""
"Tyler, The Creator - WUSYANAME (Official Video)","","","Fazendinha e afins","Playlist",""
"LUCKHAOS - Eu passo pano pra bandido (Prod. Haku)","","","Fazendinha e afins","Playlist",""
"Mr BOMBASTIC (lyrics)","","","Fazendinha e afins","Playlist",""
"BASSOTRONICS - Yodel Bass","","","Fazendinha e afins","Playlist",""
"Roberto Carlos - O Calhambeque (letra, legenda)","","","Fazendinha e afins","Playlist",""
"Lucid Vida Louca - MC Poze ft. Juice WRLD","","","Fazendinha e afins","Playlist",""
"LIL' LIXO x LUCAS HYPE - PEWDIEPIE [clipe oficial]","","","Fazendinha e afins","Playlist",""
"LUCKHAOS - ♪ MUITO PESCOTAPA ♪ (Clipe Oficial) (Prod. aizenboy) (Edit by 5verso)","","","Fazendinha e afins","Playlist",""
"LUCKHAOS - Diss pra mina que me cancelou no Twitter (Clipe Oficial) [Prod. Haku]","","","Fazendinha e afins","Playlist",""
"LUCKHAOS - COMO O DEREK FAZ TRAP (Passinho do Carti) [Prod. by NebulousBeatz]","","","Fazendinha e afins","Playlist",""
"One SLAP Man","","","Fazendinha e afins","Playlist",""
"LUCKHAOS - MAMA AÊ! (Prod. Haku)","","","Fazendinha e afins","Playlist",""
"Tyler, The Creator: NPR Music Tiny Desk Concert","","","Fazendinha e afins","Playlist",""
"Home Free - Sea Shanty Medley","","","Fazendinha e afins","Playlist",""
"Home Free - Honey, I'm Good","","","Fazendinha e afins","Playlist",""
"Home Free - Fishin' in the Dark /  Boondocks (Mashup)","","","Fazendinha e afins","Playlist",""
"BEST TALARICA (Daniel Ceaser ft. DJ Rennan da Penha)","","","Fazendinha e afins","Playlist",""
"Caue Moura - Ozymandias ♫ (prod. Marcus Maia)","","","Fazendinha e afins","Playlist",""
"CHEIRO DE MANIAS | LEOD","","","Fazendinha e afins","Playlist",""
"Lilo & Stitch - Hawaiian Roller Coaster Ride (Mattrixx Remix) [Lofi Remix]","","","Fazendinha e afins","Playlist",""
"OH JULIANA NOS ANOS 80 | LEOD","","","Fazendinha e afins","Playlist",""
"NATAL DUCARAY 2017 (PARÓDIA Dubai - Hungria Hip Hop)","","","Fazendinha e afins","Playlist",""
"yung lixo - sahara [prod. bife]","","","Fazendinha e afins","Playlist",""
"Circles - 80s Version Remix Post Malone","","","Fazendinha e afins","Playlist",""
"Os Dez Mandamentos do Malandro - Jorge Machado","","","Fazendinha e afins","Playlist",""
"TOKYO'S REVENGE - GOODMORNINGTOKYO! (Lyrics) | good morning my name is tokyo","","","Fazendinha e afins","Playlist",""
"RIO - FESTA EM IPANEMA [LO-FI REMIX]","","","Fazendinha e afins","Playlist",""
"MC POZE NOS ANOS 80 pt. II","","","Fazendinha e afins","Playlist",""
"MC POZE NOS ANOS 80 pt. II","","","Fazendinha e afins","Playlist",""
"LUCAS HYPE x YUNG LIXO x LUVI - Naná Gang (Clipe Oficial)","","","Fazendinha e afins","Playlist",""
"Do You Fear What I Fear","","","Fazendinha e afins","Playlist",""
"LIL' LIXO - BOLSONARO PASSA O BECK","","","Fazendinha e afins","Playlist",""
"Death May Die","","","Fazendinha e afins","Playlist",""
"LUCKHAOS - É a União Flasco (feat. Lucas Hype) [Clipe Oficial]","","","Fazendinha e afins","Playlist",""
"LUCKHAOS - SIM, EU AMO NEGO NEY (Prod. Haku)","","","Fazendinha e afins","Playlist",""
"LUCKHAOS - FACÇÃO DO TRAVAZAP (Prod. Haku)","","","Fazendinha e afins","Playlist",""
"LUCKHAOS - É a união FLASCO (O retorno do shittrap) (Prod. Haku)","","","Fazendinha e afins","Playlist",""
"LUCKHAOS - T0RTURA PENlANA DÓI DEMAIS (Prod. Haku)","","","Fazendinha e afins","Playlist",""
"Dance Central 3 | Poison","","","Fazendinha e afins","Playlist",""
"Planet Hemp - Dig Dig Dig (Hempa) (Video Clipe)","","","Fazendinha e afins","Playlist",""
"ASTRONOMIA PNEU QUEIMADO","","","Fazendinha e afins","Playlist",""
"CHEIRO DE SAY SO","","","Fazendinha e afins","Playlist",""
"TOP GEAR FT.: CHEIRO DE PNEU QUEIMADO | LEOD","","","Fazendinha e afins","Playlist",""
"Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video]","","","Fazendinha e afins","Playlist",""
"Cheiro de BEN 10! (ft. Nego Bam)","","","Fazendinha e afins","Playlist",""
"CHEIRO DE SOMEBODY THAT I USED TO KNOW (EXTENDED) | LEOD","","","Fazendinha e afins","Playlist",""
"CHEIRO DE TAME IMPALA | LEOD","","","Fazendinha e afins","Playlist",""
"Cheiro de DAFT PUNK!","","","Fazendinha e afins","Playlist",""
"CHEIRO DE PNEU QUEIMADO LO-FI (Versão SteveZ TV)","","","Fazendinha e afins","Playlist",""
"The Legend of Gozelda: Ocarina of Pneu (ft. Leod)","","","Fazendinha e afins","Playlist",""
"CHEIRO DE FRIENDS | LEOD","","","Fazendinha e afins","Playlist",""
"4  Hino Nacional do Skylab","","","Fazendinha e afins","Playlist",""
"Eu Durmo Pouco Pra Ficar Com Sono","","","Fazendinha e afins","Playlist",""
"Rogério Skylab Moto-serra","","","Fazendinha e afins","Playlist",""
"Rogério Skylab - Carrocinha de Cachorro Quente","","","Fazendinha e afins","Playlist",""
"11  Lava as mãos","","","Fazendinha e afins","Playlist",""
"Rogerio Skylab - Cancer no Cu","","","Fazendinha e afins","Playlist",""
"Dvd Skylab IX 15- Carrocinha de Cachorro Quente","","","Fazendinha e afins","Playlist",""
"15 Você é feia","","","Fazendinha e afins","Playlist",""
"Rogério Skylab - Buceta Bradesco","","","Fazendinha e afins","Playlist",""
"Rogério Skylab - Fátima Bernardes Experiência","","","Fazendinha e afins","Playlist",""
"3  O meu pau fica duro","","","Fazendinha e afins","Playlist",""
"Aurelio Voltaire - The Night - 1988 Deathrock Version (OFFICIAL) with Lyrics","","","Fazendinha e afins","Playlist",""
"Raça Negra - Cheia de Manias (Raça Negra, Vol. 3) [Áudio Oficial]","","","Fazendinha e afins","Playlist",""
"Claudinho e Buchecha - Quero Te Encontrar","","","Fazendinha e afins","Playlist",""
"MC Carol - AIR CONDITIONER 2 0 1 3","","","Fazendinha e afins","Playlist",""
"Conexão Zona Sul - Racionais MC's ft. ClariS","","","Fazendinha e afins","Playlist",""
"Stuck In the Sound - Let's Go [Official Video]","","","Fazendinha e afins","Playlist",""
"Edu Ribeiro - Me Namora","","","Fazendinha e afins","Playlist",""
"Natiruts - Quero Ser Feliz Também","","","Fazendinha e afins","Playlist",""
"Le Festin- Camille (Ratatouille Soundtrack)","","","Fazendinha e afins","Playlist",""
"Everybody's Flamingo 3","","","Fazendinha e afins","Playlist",""
"Everybody's Flamingo 1","","","Fazendinha e afins","Playlist",""
"bonfire/cursed images meme (full song)","","","Fazendinha e afins","Playlist",""
"[Pagode Japonês] Década de amor (Clipe oficial) / Grupo Y-no","","","Fazendinha e afins","Playlist",""
"INDIAN MOONLIGHT (Official Video)","","","Fazendinha e afins","Playlist",""
"Don't Hug me I'm Scared","","","Fazendinha e afins","Playlist",""
"Drunken Sailer - Irish Rovers","","","Fazendinha e afins","Playlist",""
"PINK GUY - ARE YOU SERIOUS","","","Fazendinha e afins","Playlist",""
"PINK GUY - HOT NICKEL BALL ON A P*SSY","","","Fazendinha e afins","Playlist",""
"PINK GUY - PLEASE STOP CALLING ME GAY","","","Fazendinha e afins","Playlist",""
"PINK GUY - UBER PUSSY","","","Fazendinha e afins","Playlist",""
"PINK GUY - DORA THE EXPLORA","","","Fazendinha e afins","Playlist",""
"PINK GUY - SMD","","","Fazendinha e afins","Playlist",""
"PINK GUY - I WILL GET A VASECTOMY","","","Fazendinha e afins","Playlist",""
"PINK GUY - DUMPLINGS","","","Fazendinha e afins","Playlist",""
"PINK GUY - HIGH SCHOOL BLINK193","","","Fazendinha e afins","Playlist",""
"PINK GUY - WE FALL AGAIN","","","Fazendinha e afins","Playlist",""
"PINK GUY - セックス大好き","","","Fazendinha e afins","Playlist",""
"TERIYAKI GOD","","","Fazendinha e afins","Playlist",""
"PINK GUY - NICKELODEON GIRLS (OFFICIAL MUSIC VIDEO)","","","Fazendinha e afins","Playlist",""
"RICE BALLS","","","Fazendinha e afins","Playlist",""
"FRIED NOODLES","","","Fazendinha e afins","Playlist",""
"PINK GUY X GETTER X NICK COLLETTI - ""HOOD RICH""","","","Fazendinha e afins","Playlist",""
"FRIENDZONE SONG","","","Fazendinha e afins","Playlist",""
"PINK LIFE","","","Fazendinha e afins","Playlist",""
"PINK GUY - KILL YOURSELF","","","Fazendinha e afins","Playlist",""
"PINK GUY - STFU","","","Fazendinha e afins","Playlist",""
"Molejo - Dança da Vassoura","","","Fazendinha e afins","Playlist",""
"Molejo - Cilada","","","Fazendinha e afins","Playlist",""
"Rap Do Solitário","","","Fazendinha e afins","Playlist",""
"Gabriel O Pensador - 2345MEIA78","","","Fazendinha e afins","Playlist",""
"Gabriel O Pensador, Lulu Santos - Cachimbo Da Paz ft. Lulu Santos","","","Fazendinha e afins","Playlist",""
"Hóstia - O Rappa","","","Fazendinha e afins","Playlist",""
"O Rappa - Auto-Reverse (Clipe Oficial)","","","Fazendinha e afins","Playlist",""
"Pescador de ilusoes - O rappa","","","Fazendinha e afins","Playlist",""
"ARMANDINHO FUMA FUMA FOLHA DE BANANEIRA","","","Fazendinha e afins","Playlist",""
"Mamonas Assassinas - Lá Vem O Alemão","","","Fazendinha e afins","Playlist",""
"Mamonas Assassinas - Não Peide Aqui Baby","","","Fazendinha e afins","Playlist",""
"Tihuana - Eu Vi Gnomos","","","Fazendinha e afins","Playlist",""
"Ventania - Viajando","","","Fazendinha e afins","Playlist",""
"Raul seixas Cowboy fora da lei","","","Fazendinha e afins","Playlist",""
"Raul Seixas - Sociedade alternativa (Áudio HQ)","","","Fazendinha e afins","Playlist",""
"Charlie Brown JR. - Proibida Pra Mim","","","Fazendinha e afins","Playlist",""
"Charlie Brown Jr - Céu Azul  ( Letra )","","","Fazendinha e afins","Playlist",""
"Charlie Brown Jr. - Meu Novo Mundo *OFICIAL HD*","","","Fazendinha e afins","Playlist",""
"Charlie brown Jr Só os loucos sabem - letra.","","","Fazendinha e afins","Playlist",""
"Dedo no Cu e Gritaria","","","Fazendinha e afins","Playlist",""
"a voz do cu","","","Fazendinha e afins","Playlist",""
"I Saw you Saying (That You Say That You Saw) - Raimundos - Lyrics","","","Fazendinha e afins","Playlist",""
"Luka   Tô Nem Ai","","","Fazendinha e afins","Playlist",""
"Emicida - Passarinhos ft. Vanessa Da Mata","","","Fazendinha e afins","Playlist",""
"Seu Jorge - São Gonça (Ao Vivo)","","","Fazendinha e afins","Playlist",""
"Tim Maia - Azul da Cor do Mar","","","Fazendinha e afins","Playlist",""
"DESCOBRIDOR DOS SETE MARES -  TIM MAIA","","","Fazendinha e afins","Playlist",""
"Gal Costa - Aquarela Do Brasil","","","Fazendinha e afins","Playlist",""
"Ivete Sangalo - Pais Tropical / Arerê / Taj Mahal","","","Fazendinha e afins","Playlist",""
"Ivete Sangalo - poeira","","","Fazendinha e afins","Playlist",""
"Ivete Sangalo – Teleguiado (Live Experience)","","","Fazendinha e afins","Playlist",""
"Rastapé - Forró Universitário","","","Fazendinha e afins","Playlist",""
"Colo de Menina- Rastapé","","","Fazendinha e afins","Playlist",""
"Rastapé - Xote Swingado","","","Fazendinha e afins","Playlist",""
"Rastapé - Beijo Roubado","","","Fazendinha e afins","Playlist",""
"Rastapé- Um Anjo do Céu","","","Fazendinha e afins","Playlist",""
"Luiz Gonzaga   O xote das meninas  Mandacaru quando fulora na seca   1953","","","Fazendinha e afins","Playlist",""
"Luiz Gonzaga -- Baião - Oficial","","","Fazendinha e afins","Playlist",""
"Falamansa - Rindo a Toa","","","Fazendinha e afins","Playlist",""
"Xote dos Milagres - Falamansa","","","Fazendinha e afins","Playlist",""
"Originais Do Samba - Falador Passa Mal","","","Fazendinha e afins","Playlist",""
"Jackson do Pandeiro - A Ordem é Samba","","","Fazendinha e afins","Playlist",""
"Jackson do Pandeiro - Capoeira Mata Um","","","Fazendinha e afins","Playlist",""
"Bezerra da Silva - Canudo de Ouro","","","Fazendinha e afins","Playlist",""
"Bezerra Da Silva - Defunto Caguete","","","Fazendinha e afins","Playlist",""
"bezerra da silva malandro é malandro e mané é mané","","","Fazendinha e afins","Playlist",""
"Bezerra da Silva - Sequestraram a minha sogra","","","Fazendinha e afins","Playlist",""
"Bezerra da Silva - Malandro Não Vacila","","","Fazendinha e afins","Playlist",""
"Bezerra da Silva - A Semente","","","Fazendinha e afins","Playlist",""
"Bezerra da Silva - Se Leonardo da Vinte","","","Fazendinha e afins","Playlist",""
"Jorge Ben - Chove Chuva (Áudio Oficial)","","","Fazendinha e afins","Playlist",""
"Elis Regina & Tom Jobim -  ""Aguas de Março"" - 1974","","","Fazendinha e afins","Playlist",""
"vinicios de moraes e tom jobim - garota de ipanema - A Verdadeira!!!","","","Fazendinha e afins","Playlist",""
"Zeca Pagodinho-''Ogum''","","","Fazendinha e afins","Playlist",""
"Zeca Pagodinho - Caviar (Clipe original)","","","Fazendinha e afins","Playlist",""
"Zeca Pagodinho, Martinho da Vila - Roda Ciranda / Quem É Do Mar Não Enjoa / Canta, Cant...","","","Fazendinha e afins","Playlist",""
"Zeca Pagodinho - Deixa A Vida Me Levar","","","Fazendinha e afins","Playlist",""
"Zeca Pagodinho - Quando A Gira Girou","","","Fazendinha e afins","Playlist",""
"Beth Carvalho - Camarão Que Dorme a Onda Leva - São José de Madureira - Dor de Amor Ao Vivo","","","Fazendinha e afins","Playlist",""
"Barbatuques - Baiana","","","Fazendinha e afins","Playlist",""
"Cartola - Preciso Me Encontrar","","","Fazendinha e afins","Playlist",""
"16 Toneladas - Noriel Vilela","","","Fazendinha e afins","Playlist",""
"Michael Jackson - They Don’t Care About Us (Brazil Version) (Official Video)","","","Fazendinha e afins","Playlist",""
"E se Michael Jackson cantasse Molejão?","","","Fazendinha e afins","Playlist",""
"Shrek 2 (2004) - I Need a Hero Scene (7/10) | Movieclips","","","Fazendinha e afins","Playlist",""
"Rio - Real in Rio - Brazilian Portuguese [SUBS + TRANS]","","","Fazendinha e afins","Playlist",""
"Rio Soundtrack- 03 Mas Que Nada (2011 Rio Version)","","","Fazendinha e afins","Playlist",""
"Shakira - Whenever, Wherever (Official HD Video)","","","Fazendinha e afins","Playlist",""
"Shakira - Hips Don't Lie (Official 4K Video) ft. Wyclef Jean","","","Fazendinha e afins","Playlist",""
"Shakira - Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cup™ Song)","","","Fazendinha e afins","Playlist",""
"Shakira - La La La (Brazil 2014) ft. Carlinhos Brown","","","Fazendinha e afins","Playlist",""
"Ashansu - Carlinhos Brown","","","Fazendinha e afins","Playlist",""
"ARARINHA - CARLINHOS BROWN","","","Fazendinha e afins","Playlist",""
"Canção Xamânica: 02 Pena Branca Curador - Akaiê Sramana","","","Fazendinha e afins","Playlist",""
"Os Tincoãs - Saudação aos orixás","","","Fazendinha e afins","Playlist",""
"Moacir Santos - Nanã","","","Fazendinha e afins","Playlist",""
"Os Tincoãs - Canto pra Iemanjá","","","Fazendinha e afins","Playlist",""
"Os Tincoãs - A Força da Jurema","","","Fazendinha e afins","Playlist",""
"Os Tincoãs - Obaluaê","","","Fazendinha e afins","Playlist",""
"Os Tincoãs - Iansã, Mãe Virgem","","","Fazendinha e afins","Playlist",""
"Os Tincoãs - Deixa A Gira Girar (j g b edit)","","","Fazendinha e afins","Playlist",""
"CORDEIRO DE NANA / Os Tincoas","","","Fazendinha e afins","Playlist",""
"Irish Way - The O'Reillys and the Paddyhats [Official Video]","","","Fazendinha e afins","Playlist",""
"Barrels of Whiskey - The O'Reillys and the Paddyhats [Official Video]","","","Fazendinha e afins","Playlist",""
"The O'Reillys and the Paddyhats - Yesterday's Rebel","","","Fazendinha e afins","Playlist",""
"The Rumjacks - An Irish Pub Song (Official Music Video)","","","Fazendinha e afins","Playlist",""
"The Rumjacks - Uncle Tommy (Official Video)","","","Fazendinha e afins","Playlist",""
"Dropkick Murphys - ""Rose Tattoo"" (Video)","","","Fazendinha e afins","Playlist",""
"Tuatha de Danann Tan Pinga Ra Tan. (Acustico)","","","Fazendinha e afins","Playlist",""
